HotelName,Rating,Website,Phone,Details,Address,ZipCode,City
Oakwood at Marquis on Cedar,,http://www.tripadvisor.com/Hotel_Review-g55711-d1163788-Reviews-Oakwood_at_Marquis_on_Cedar-Dallas_Texas.html,,,3604 CEDAR SPRINGS,75219,Dallas
Oakwood at Jefferson,,http://www.tripadvisor.com/Hotel_Review-g55711-d1209208-Reviews-Oakwood_at_Jefferson-Dallas_Texas.html,,,1001 Ross Avenue,75202,Dallas
Oak Tree Inn,,http://www.tripadvisor.com/Hotel_Review-g55711-d1637827-Reviews-Oak_Tree_Inn-Dallas_Texas.html,,,401 W Illinois Ave,75224,Dallas
Motel 6 Dallas - Josey Lane,,http://www.tripadvisor.com/Hotel_Review-g55711-d223055-Reviews-Motel_6_Dallas_Josey_Lane-Dallas_Texas.html,,,2753 Forest Lane,75234,Dallas
Interstate Motel,,http://www.tripadvisor.com/Hotel_Review-g55711-d1635592-Reviews-Interstate_Motel-Dallas_Texas.html,,,109 West Overton Road,75224,Dallas
Howard Johnson Express Inn Downtown,,http://www.tripadvisor.com/Hotel_Review-g55711-d508172-Reviews-Howard_Johnson_Express_Inn_Downtown-Dallas_Texas.html,,,2755 N IH 35,75208,Dallas
Grand Inn,,http://www.tripadvisor.com/Hotel_Review-g55711-d2012023-Reviews-Grand_Inn-Dallas_Texas.html,,,220 W. Camp Wisdom Rd.,75232,Dallas
Walnut Inn,,http://www.tripadvisor.com/Hotel_Review-g55711-d2685183-Reviews-Walnut_Inn-Dallas_Texas.html,,,2611 Walnut Hill Lane,75229,Dallas
Tropicana Inn & Suites Dallas,2,http://www.tripadvisor.com/Hotel_Review-g55711-d1951637-Reviews-Tropicana_Inn_Suites_Dallas-Dallas_Texas.html,,,10584 Luna Road,75220,Dallas
Tampico Motel,,http://www.tripadvisor.com/Hotel_Review-g55711-d1628732-Reviews-Tampico_Motel-Dallas_Texas.html,,,7201 E Grand Ave,75214,Dallas
Super Inn 7 Hotel,,http://www.tripadvisor.com/Hotel_Review-g55711-d98707-Reviews-Super_Inn_7_Hotel-Dallas_Texas.html,,,8108 E. RL Thornton Freeway,75228,Dallas
The Silverstar Hotel North Dallas/Plano,,http://www.tripadvisor.com/Hotel_Review-g55711-d1210969-Reviews-The_Silverstar_Hotel_North_Dallas_Plano-Dallas_Texas.html,,,19373 Preston Rd.,,Dallas
Preston Suites,,http://www.tripadvisor.com/Hotel_Review-g55711-d98620-Reviews-Preston_Suites-Dallas_Texas.html,,,6104 LBJ Freeway,75240,Dallas
Garden Inn & Suites,,http://www.tripadvisor.com/Hotel_Review-g55711-d2501834-Reviews-Garden_Inn_Suites-Dallas_Texas.html,,,10933 Harryhines Boulevard,75220,Dallas
Galaxy Inn Dallas,2,http://www.tripadvisor.com/Hotel_Review-g55711-d2025808-Reviews-Galaxy_Inn_Dallas-Dallas_Texas.html,,,1736 Fort Worth Avenue,75208,Dallas
Concourse Professional Suites,,http://www.tripadvisor.com/Hotel_Review-g55711-d122724-Reviews-Concourse_Professional_Suites-Dallas_Texas.html,,,6360 Lyndon B Johnson Fwy.,75240,Dallas
Bestway Inn,,http://www.tripadvisor.com/Hotel_Review-g55711-d1865638-Reviews-Bestway_Inn-Dallas_Texas.html,,,13220 Manham Rd,75240,Dallas
Beltline Motel-Sun,,http://www.tripadvisor.com/Hotel_Review-g55711-d1638710-Reviews-Beltline_Motel_Sun-Dallas_Texas.html,,,13415 C F Hawn Fwy,75253,Dallas
Anchor Motel,,http://www.tripadvisor.com/Hotel_Review-g55711-d2508014-Reviews-Anchor_Motel-Dallas_Texas.html,,,10230 Harry Hines Boulevard,75220,Dallas
Americas Best Value Inn of Dallas,,http://www.tripadvisor.com/Hotel_Review-g55711-d98708-Reviews-Americas_Best_Value_Inn_of_Dallas-Dallas_Texas.html,,,10335 Gardner Road,75220,Dallas
Aloha Motel,,http://www.tripadvisor.com/Hotel_Review-g55711-d1629801-Reviews-Aloha_Motel-Dallas_Texas.html,,,2835 E Illinois Ave,75216,Dallas
Americas Best Value Inn,,http://www.tripadvisor.com/Hotel_Review-g55711-d98652-Reviews-Americas_Best_Value_Inn-Dallas_Texas.html,,,4154 Preferred Place,75237,Dallas
Sterling Hotel,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d109379-Reviews-Sterling_Hotel-Dallas_Texas.html,,,1055 Regal Row,75247,Dallas
InTown Suites Dallas Northeast,,http://www.tripadvisor.com/Hotel_Review-g55711-d224236-Reviews-InTown_Suites_Dallas_Northeast-Dallas_Texas.html,,,9355 Forest Lane,75243,Dallas
Suburban Extended Stay Dallas,2,http://www.tripadvisor.com/Hotel_Review-g55711-d224222-Reviews-Suburban_Extended_Stay_Dallas-Dallas_Texas.html,,,10326 Finnell St,75220,Dallas
Super 8 Dallas,2,http://www.tripadvisor.com/Hotel_Review-g55711-d109309-Reviews-Super_8_Dallas-Dallas_Texas.html,,,8541 South Hampton Road,75232,Dallas
Deluxe Inn,,http://www.tripadvisor.com/Hotel_Review-g55711-d109471-Reviews-Deluxe_Inn-Dallas_Texas.html,,,4610 South R L Thornton Freeway (I-35 - Loop 12),75224,Dallas
Motel 6 - Dallas - Fair Park,,http://www.tripadvisor.com/Hotel_Review-g55711-d2043022-Reviews-Motel_6_Dallas_Fair_Park-Dallas_Texas.html,,,I-30 & Exit 52 Jim Miller Rd,75228,Dallas
Howard Johnson Inn - Dallas,,http://www.tripadvisor.com/Hotel_Review-g55711-d98663-Reviews-Howard_Johnson_Inn_Dallas-Dallas_Texas.html,,,8510 East R.L.Thornton Frwy,75228,Dallas
Econo Lodge Dallas Airport North,2,http://www.tripadvisor.com/Hotel_Review-g55711-d109277-Reviews-Econo_Lodge_Dallas_Airport_North-Dallas_Texas.html,,,2275 Valley View Ln.,75234,Dallas
Suburban Extended Stay,,http://www.tripadvisor.com/Hotel_Review-g55711-d109455-Reviews-Suburban_Extended_Stay-Dallas_Texas.html,,,4150 Independence Drive,75237,Dallas
Americas Best Value Inn & Suites-North Dallas,2,http://www.tripadvisor.com/Hotel_Review-g55711-d98617-Reviews-Americas_Best_Value_Inn_Suites_North_Dallas-Dallas_Texas.html,,,13333 North Stemmons Freeway,75234,Dallas
Super 8 Dallas/Love Field/Mkt Ctr Area,2,http://www.tripadvisor.com/Hotel_Review-g55711-d98623-Reviews-Super_8_Dallas_Love_Field_Mkt_Ctr_Area-Dallas_Texas.html,,,9229 Carpenter Freeway,75247,Dallas
Holiday Inn Select Dallas Central (North Park Area),,http://www.tripadvisor.com/Hotel_Review-g55711-d209356-Reviews-Holiday_Inn_Select_Dallas_Central_North_Park_Area-Dallas_Texas.html,,,10650 North Central Expressway,75231,Dallas
Radisson Hotel Dallas East,3,http://www.tripadvisor.com/Hotel_Review-g55711-d98664-Reviews-Radisson_Hotel_Dallas_East-Dallas_Texas.html,,,11350 LBJ Freeway at Jupiter,75238,Dallas
Quality Inn Dallas Market Center,2,http://www.tripadvisor.com/Hotel_Review-g55711-d98666-Reviews-Quality_Inn_Dallas_Market_Center-Dallas_Texas.html,,,1955 Market Center Blvd.,75207,Dallas
SuperMedia Hotel and Conference Center,,http://www.tripadvisor.com/Hotel_Review-g55711-d1175089-Reviews-SuperMedia_Hotel_and_Conference_Center-Dallas_Texas.html,,,2200 West Airfield Drive,75261,Dallas
Delux Inn Express & Suites,2,http://www.tripadvisor.com/Hotel_Review-g55711-d656704-Reviews-Delux_Inn_Express_Suites-Dallas_Texas.html,,,2144 California Crossing Rd.,75220,Dallas
NATIONAL AT 2929 WYCLIFF,,http://www.tripadvisor.com/Hotel_Review-g55711-d1147227-Reviews-NATIONAL_AT_2929_WYCLIFF-Dallas_Texas.html,,,2929 Wycliff Avenue,TX 75219,Dallas
Studio 6 Dallas Northeast,,http://www.tripadvisor.com/Hotel_Review-g55711-d224235-Reviews-Studio_6_Dallas_Northeast-Dallas_Texas.html,,,9801 Adleta Court,75243,Dallas
Terra Cotta Inn,,http://www.tripadvisor.com/Hotel_Review-g55711-d109075-Reviews-Terra_Cotta_Inn-Dallas_Texas.html,,,6101 LBJ Freeway,75240,Dallas
Holiday Inn Express Dallas East,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d1214715-Reviews-Holiday_Inn_Express_Dallas_East-Dallas_Texas.html,,,8703 East RL Thornton Freeway,75228,Dallas
Studio 6 Dallas-Richardson/North,2,http://www.tripadvisor.com/Hotel_Review-g55711-d98657-Reviews-Studio_6_Dallas_Richardson_North-Dallas_Texas.html,,,12301 North Central Expressway,75243,Dallas
Hotel Dallas Mockingbird,,http://www.tripadvisor.com/Hotel_Review-g55711-d98695-Reviews-Hotel_Dallas_Mockingbird-Dallas_Texas.html,,,1893 W. Mockingbird Lane,75235,Dallas
Studio 6 Dallas Northwest,,http://www.tripadvisor.com/Hotel_Review-g55711-d239871-Reviews-Studio_6_Dallas_Northwest-Dallas_Texas.html,,,2395 Stemmons Trail,75220,Dallas
Sleep Inn Addison,,http://www.tripadvisor.com/Hotel_Review-g55711-d557588-Reviews-Sleep_Inn_Addison-Dallas_Texas.html,,,4005 Belt Line Road,75244,Dallas
Motel 6 Dallas - Forest Lane,,http://www.tripadvisor.com/Hotel_Review-g55711-d98721-Reviews-Motel_6_Dallas_Forest_Lane-Dallas_Texas.html,,,2660 Forest Lane,75234,Dallas
Sun Suites Of Dallas,2,http://www.tripadvisor.com/Hotel_Review-g55711-d258628-Reviews-Sun_Suites_Of_Dallas-Dallas_Texas.html,,,10477 Metric Drive,75243,Dallas
Inn of the Dove,2,http://www.tripadvisor.com/Hotel_Review-g55711-d1474749-Reviews-Inn_of_the_Dove-Dallas_Texas.html,,,1839 Fort Worth Ave.,75208,Dallas
Days Inn & Suites Plano Medical Center/Dallas,2,http://www.tripadvisor.com/Hotel_Review-g55711-d1176822-Reviews-Days_Inn_Suites_Plano_Medical_Center_Dallas-Dallas_Texas.html,,,19373 Preston Road,75252,Dallas
Holiday Inn Dallas Central - Park Cities,3.5,http://www.tripadvisor.com/Hotel_Review-g55711-d98694-Reviews-Holiday_Inn_Dallas_Central_Park_Cities-Dallas_Texas.html,,,6070 North Central Expressway,75206,Dallas
Park Inn by Radisson Dallas-Love Field,3,http://www.tripadvisor.com/Hotel_Review-g55711-d217715-Reviews-Park_Inn_by_Radisson_Dallas_Love_Field-Dallas_Texas.html,,,1241 West Mockingbird Lane,75247,Dallas
Days Inn Market Center Dallas,2,http://www.tripadvisor.com/Hotel_Review-g55711-d98713-Reviews-Days_Inn_Market_Center_Dallas-Dallas_Texas.html,,,2026 Market Center Blvd,75207-3319,Dallas
Homestead Studio Suites - Dallas - North - Park Central,2,http://www.tripadvisor.com/Hotel_Review-g55711-d217717-Reviews-Homestead_Studio_Suites_Dallas_North_Park_Central-Dallas_Texas.html,,,12121 Coit Road,75251,Dallas
Extended Stay America - Dallas - Greenville Ave.,2,http://www.tripadvisor.com/Hotel_Review-g55711-d109035-Reviews-Extended_Stay_America_Dallas_Greenville_Ave-Dallas_Texas.html,,,12270 Greenville Ave,75243,Dallas
Ramada Dallas North Hotel and Conference Center,3,http://www.tripadvisor.com/Hotel_Review-g55711-d122721-Reviews-Ramada_Dallas_North_Hotel_and_Conference_Center-Dallas_Texas.html,,,8102 LBJ Freeway,75251,Dallas
Night Hotel North Dallas,3,http://www.tripadvisor.com/Hotel_Review-g55711-d98675-Reviews-Night_Hotel_North_Dallas-Dallas_Texas.html,,,2645 L.B.J. Freeway,75234,Dallas
Motel 6 Dallas,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d109453-Reviews-Motel_6_Dallas-Dallas_Texas.html,,,2380 West Northwest Hwy,75220,Dallas
Hotel Lawrence,3,http://www.tripadvisor.com/Hotel_Review-g55711-d109454-Reviews-Hotel_Lawrence-Dallas_Texas.html,,,302 South Houston Street,75202,Dallas
Comfort Inn & Suites,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d223045-Reviews-Comfort_Inn_Suites-Dallas_Texas.html,,,10835 Composite Drive,75220,Dallas
AmeriGold Suites,,http://www.tripadvisor.com/Hotel_Review-g55711-d98712-Reviews-AmeriGold_Suites-Dallas_Texas.html,,,13636 Goldmark Drive,75240,Dallas
Motel 6 Park Central,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d223632-Reviews-Motel_6_Park_Central-Dallas_Texas.html,,,13185 North Central Expressway,75243,Dallas
Days Inn North Dallas Hotel,,http://www.tripadvisor.com/Hotel_Review-g55711-d1221734-Reviews-Days_Inn_North_Dallas_Hotel-Dallas_Texas.html,,,13313 Stemmons Fwy,,Dallas
Knights Inn Market Center,2,http://www.tripadvisor.com/Hotel_Review-g55711-d98704-Reviews-Knights_Inn_Market_Center-Dallas_Texas.html,,,1550 Empire Central,75235,Dallas
Americas Best Value Inn,,http://www.tripadvisor.com/Hotel_Review-g55711-d656305-Reviews-Americas_Best_Value_Inn-Dallas_Texas.html,,,3243 Merrifield Avenue,75223,Dallas
Comfort Suites Park Central,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d109325-Reviews-Comfort_Suites_Park_Central-Dallas_Texas.html,,,13165 Central Expressway,75243,Dallas
Courtyard by Marriott NW Hwy at Stemmons/I-35E,3,http://www.tripadvisor.com/Hotel_Review-g55711-d98628-Reviews-Courtyard_by_Marriott_NW_Hwy_at_Stemmons_I_35E-Dallas_Texas.html,,,2383 Stemmons Trail,75220,Dallas
Candlewood Suites - Dallas by the Galleria,2,http://www.tripadvisor.com/Hotel_Review-g55711-d109493-Reviews-Candlewood_Suites_Dallas_by_the_Galleria-Dallas_Texas.html,,,13939 Noel Road,75240,Dallas
Howard Johnson Inn - Dallas,,http://www.tripadvisor.com/Hotel_Review-g55711-d98678-Reviews-Howard_Johnson_Inn_Dallas-Dallas_Texas.html,,,9386 LBJ Fwy,75243,Dallas
Comfort Inn & Suites Market Center,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d109399-Reviews-Comfort_Inn_Suites_Market_Center-Dallas_Texas.html,,,7138 North Stemmons Freeway,75247,Dallas
SpringHill Suites NW Hwy at Stemmons/I-35E,3,http://www.tripadvisor.com/Hotel_Review-g55711-d98622-Reviews-SpringHill_Suites_NW_Hwy_at_Stemmons_I_35E-Dallas_Texas.html,,,2363 Stemmons Trail,75220,Dallas
Candlewood Suites Dallas Park Central,2,http://www.tripadvisor.com/Hotel_Review-g55711-d109039-Reviews-Candlewood_Suites_Dallas_Park_Central-Dallas_Texas.html,,,12525 Greenville Avenue,75243,Dallas
La Quinta Inn Dallas LBJ/Central,2,http://www.tripadvisor.com/Hotel_Review-g55711-d611182-Reviews-La_Quinta_Inn_Dallas_LBJ_Central-Dallas_Texas.html,,,7815A LBJ Freeway,75251,Dallas
BEST WESTERN Market Center,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d73644-Reviews-BEST_WESTERN_Market_Center-Dallas_Texas.html,,,2023 Market Center Boulevard,75207,Dallas
Fairfield Inn Dallas Market Center,2,http://www.tripadvisor.com/Hotel_Review-g55711-d109389-Reviews-Fairfield_Inn_Dallas_Market_Center-Dallas_Texas.html,,,2110 Market Center Boulevard,75207,Dallas
Courtyard by Marriott Dallas LBJ at Josey,3,http://www.tripadvisor.com/Hotel_Review-g55711-d98627-Reviews-Courtyard_by_Marriott_Dallas_LBJ_at_Josey-Dallas_Texas.html,,,2930 Forest Lane,75234,Dallas
Wingate by Wyndham Dallas / Love Field,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d109391-Reviews-Wingate_by_Wyndham_Dallas_Love_Field-Dallas_Texas.html,,,8650 North Stemmons Freeway,75247,Dallas
Homestead Studio Suites - Dallas - Plano,2,http://www.tripadvisor.com/Hotel_Review-g55711-d109339-Reviews-Homestead_Studio_Suites_Dallas_Plano-Dallas_Texas.html,,,18470 North Dallas Parkway,75287,Dallas
Residence Inn Dallas Park Central,3,http://www.tripadvisor.com/Hotel_Review-g55711-d223887-Reviews-Residence_Inn_Dallas_Park_Central-Dallas_Texas.html,,,7642 LBJ Freeway,75251,Dallas
Homestead Studio Suites - Dallas - North Addison - Tollway,2,http://www.tripadvisor.com/Hotel_Review-g55711-d217716-Reviews-Homestead_Studio_Suites_Dallas_North_Addison_Tollway-Dallas_Texas.html,,,17425 Dallas Parkway,75287,Dallas
La Quinta Inn & Suites Dallas North Central,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d98686-Reviews-La_Quinta_Inn_Suites_Dallas_North_Central-Dallas_Texas.html,,,10001 North Central Expressway,75231-4103,Dallas
Hilton Garden Inn Dallas/Market Center,3,http://www.tripadvisor.com/Hotel_Review-g55711-d224241-Reviews-Hilton_Garden_Inn_Dallas_Market_Center-Dallas_Texas.html,,,2325 Stemmons Freeway,75207-2703,Dallas
La Quinta Inn Dallas East (I-30),2,http://www.tripadvisor.com/Hotel_Review-g55711-d98685-Reviews-La_Quinta_Inn_Dallas_East_I_30-Dallas_Texas.html,,,8303 East R.L. Thornton Freeway,75228-7105,Dallas
Crowne Plaza Dallas Market Center,3.5,http://www.tripadvisor.com/Hotel_Review-g55711-d98631-Reviews-Crowne_Plaza_Dallas_Market_Center-Dallas_Texas.html,,,7050 N Stemmons Frwy,75247,Dallas
Holiday Inn Dallas Market Center,3,http://www.tripadvisor.com/Hotel_Review-g55711-d98730-Reviews-Holiday_Inn_Dallas_Market_Center-Dallas_Texas.html,,,4500 Harry Hines Boulevard,75219,Dallas
Ramada-Dallas Love Field,3,http://www.tripadvisor.com/Hotel_Review-g55711-d109789-Reviews-Ramada_Dallas_Love_Field-Dallas_Texas.html,,,1575 Regal Row,75247-3619,Dallas
Dallas Addison Marriott Quorum By the Galleria,3.5,http://www.tripadvisor.com/Hotel_Review-g55711-d1218038-Reviews-Dallas_Addison_Marriott_Quorum_By_the_Galleria-Dallas_Texas.html,,,14901 Dallas Parkway,14901,Dallas
BEST WESTERN PLUS Dallas Hotel & Conference Center,3,http://www.tripadvisor.com/Hotel_Review-g55711-d223053-Reviews-BEST_WESTERN_PLUS_Dallas_Hotel_Conference_Center-Dallas_Texas.html,,,8051 LBJ Fwy,75251,Dallas
Hyatt Place Dallas-North,3,http://www.tripadvisor.com/Hotel_Review-g55711-d122699-Reviews-Hyatt_Place_Dallas_North-Dallas_Texas.html,,,5229 Spring Valley Road,75240,Dallas
La Quinta Inn Dallas Uptown,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d98683-Reviews-La_Quinta_Inn_Dallas_Uptown-Dallas_Texas.html,,,4440 N. Central Expressway,75206-6525,Dallas
Doubletree by Hilton Dallas Market Center,3.5,http://www.tripadvisor.com/Hotel_Review-g55711-d652607-Reviews-Doubletree_by_Hilton_Dallas_Market_Center-Dallas_Texas.html,,,2015 Market Center Blvd,75207,Dallas
La Quinta Inn & Suites Dallas I-35 Walnut Hill Ln,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d109347-Reviews-La_Quinta_Inn_Suites_Dallas_I_35_Walnut_Hill_Ln-Dallas_Texas.html,,,2421 Walnut Hill Lane,75229,Dallas
The Westin Park Central,4,http://www.tripadvisor.com/Hotel_Review-g55711-d98717-Reviews-The_Westin_Park_Central-Dallas_Texas.html,,,12720 Merit Drive,75251,Dallas
Sheraton Dallas Hotel by the Galleria,3.5,http://www.tripadvisor.com/Hotel_Review-g55711-d98639-Reviews-Sheraton_Dallas_Hotel_by_the_Galleria-Dallas_Texas.html,,,4801 Lyndon B. Johnson Freeway,75244,Dallas
Courtyard by Marriott Dallas Central Expressway,3,http://www.tripadvisor.com/Hotel_Review-g55711-d109351-Reviews-Courtyard_by_Marriott_Dallas_Central_Expressway-Dallas_Texas.html,,,10325 North Central Expressway,75231,Dallas
Comfort Suites Dallas,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d1235854-Reviews-Comfort_Suites_Dallas-Dallas_Texas.html,,,4275 Dallas Fort Worth Turnpike,75211,Dallas
Hampton Inn Dallas North / I-35 East At Walnut Hill,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d98651-Reviews-Hampton_Inn_Dallas_North_I_35_East_At_Walnut_Hill-Dallas_Texas.html,,,11069 Composite Drive,75229,Dallas
Hilton Dallas Lincoln Centre,4,http://www.tripadvisor.com/Hotel_Review-g55711-d98641-Reviews-Hilton_Dallas_Lincoln_Centre-Dallas_Texas.html,,,5410 LBJ Freeway,75240-6276,Dallas
Holiday Inn Express Hotel & Suites Dallas West,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d1657223-Reviews-Holiday_Inn_Express_Hotel_Suites_Dallas_West-Dallas_Texas.html,,,4231 Communications Drive,75211,Dallas
Embassy Suites Dallas - Near the Galleria,3.5,http://www.tripadvisor.com/Hotel_Review-g55711-d224218-Reviews-Embassy_Suites_Dallas_Near_the_Galleria-Dallas_Texas.html,,,14021 Noel Road,75240,Dallas
Homewood Suites by Hilton Dallas - Park Central Area,3,http://www.tripadvisor.com/Hotel_Review-g55711-d224227-Reviews-Homewood_Suites_by_Hilton_Dallas_Park_Central_Area-Dallas_Texas.html,,,9169 Markville Drive,75243,Dallas
Crowne Plaza Hotel Dallas Downtown,3.5,http://www.tripadvisor.com/Hotel_Review-g55711-d98650-Reviews-Crowne_Plaza_Hotel_Dallas_Downtown-Dallas_Texas.html,,,1015 Elm St,75202,Dallas
Extended Stay America - Dallas - North - Park Central,2,http://www.tripadvisor.com/Hotel_Review-g55711-d543081-Reviews-Extended_Stay_America_Dallas_North_Park_Central-Dallas_Texas.html,,,9019 Vantage Point Road,75243,Dallas
Belmont Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g55711-d601262-Reviews-Belmont_Hotel-Dallas_Texas.html,,,901 Fort Worth Avenue,75208,Dallas
Residence Inn Dallas Market Center,3,http://www.tripadvisor.com/Hotel_Review-g55711-d109374-Reviews-Residence_Inn_Dallas_Market_Center-Dallas_Texas.html,,,6950 N Stemmons Freeway,75247,Dallas
Hyatt Regency Dallas,4,http://www.tripadvisor.com/Hotel_Review-g55711-d98679-Reviews-Hyatt_Regency_Dallas-Dallas_Texas.html,,,300 Reunion Blvd.,75207,Dallas
Courtyard by Marriott Dallas Market Center,3,http://www.tripadvisor.com/Hotel_Review-g55711-d109370-Reviews-Courtyard_by_Marriott_Dallas_Market_Center-Dallas_Texas.html,,,2150 Market Center Blvd,75207,Dallas
HYATT house Dallas/Uptown,3,http://www.tripadvisor.com/Hotel_Review-g55711-d224130-Reviews-HYATT_house_Dallas_Uptown-Dallas_Texas.html,,,2914 Harry Hines Boulevard,75201,Dallas
Wyndham Dallas Suites - Park Central,3.5,http://www.tripadvisor.com/Hotel_Review-g55711-d98634-Reviews-Wyndham_Dallas_Suites_Park_Central-Dallas_Texas.html,,,7800 Alpha Road,75240,Dallas
Fairfield Inn Dallas Park Central,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d109334-Reviews-Fairfield_Inn_Dallas_Park_Central-Dallas_Texas.html,,,9230 LBJ Freeway,75243,Dallas
MCM Elegante Hotel and Suites,3,http://www.tripadvisor.com/Hotel_Review-g55711-d109452-Reviews-MCM_Elegante_Hotel_and_Suites-Dallas_Texas.html,,,2330 W Northwest Highway,75220,Dallas
Hilton Anatole,4,http://www.tripadvisor.com/Hotel_Review-g55711-d98731-Reviews-Hilton_Anatole-Dallas_Texas.html,,,2201 N Stemmons Freeway,75207,Dallas
Hotel ZaZa Dallas,4,http://www.tripadvisor.com/Hotel_Review-g55711-d259593-Reviews-Hotel_ZaZa_Dallas-Dallas_Texas.html,,,2332 Leonard St,75201,Dallas
Hawthorn Suites by Wyndham Dallas Love Field,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d98655-Reviews-Hawthorn_Suites_by_Wyndham_Dallas_Love_Field-Dallas_Texas.html,,,7900 Brookriver Drive,75247,Dallas
Le Meridien Dallas by the Galleria,4,http://www.tripadvisor.com/Hotel_Review-g55711-d258626-Reviews-Le_Meridien_Dallas_by_the_Galleria-Dallas_Texas.html,,,13402 Noel Rd.,75240,Dallas
Aloft Dallas Downtown,,http://www.tripadvisor.com/Hotel_Review-g55711-d1526976-Reviews-Aloft_Dallas_Downtown-Dallas_Texas.html,,,1033 Young Street,75202,Dallas
Hyatt Place Dallas / Park Central,3,http://www.tripadvisor.com/Hotel_Review-g55711-d109336-Reviews-Hyatt_Place_Dallas_Park_Central-Dallas_Texas.html,,,12411 N Central Expwy,75243,Dallas
W Dallas Victory Hotel,4,http://www.tripadvisor.com/Hotel_Review-g55711-d600113-Reviews-W_Dallas_Victory_Hotel-Dallas_Texas.html,,,2440 Victory Park Lane,75219,Dallas
Dallas Marriott City Center,4,http://www.tripadvisor.com/Hotel_Review-g55711-d280902-Reviews-Dallas_Marriott_City_Center-Dallas_Texas.html,,,650 North Pearl Street,75201,Dallas
Fairfield Inn Dallas North,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d109231-Reviews-Fairfield_Inn_Dallas_North-Dallas_Texas.html,,,13900 Parkside Center Boulevard,75244,Dallas
Rosewood Crescent Hotel,4.5,http://www.tripadvisor.com/Hotel_Review-g55711-d98629-Reviews-Rosewood_Crescent_Hotel-Dallas_Texas.html,,,400 Crescent Ct.,75201,Dallas
Sheraton Dallas Hotel,4,http://www.tripadvisor.com/Hotel_Review-g55711-d111530-Reviews-Sheraton_Dallas_Hotel-Dallas_Texas.html,,,400 North Olive Street,75201,Dallas
Hampton Inn & Suites Dallas/Cockrell Hill I-30,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d1845655-Reviews-Hampton_Inn_Suites_Dallas_Cockrell_Hill_I_30-Dallas_Texas.html,,,1718 North Cockrell Hill Road,75211,Dallas
The Magnolia Hotel Dallas,3.5,http://www.tripadvisor.com/Hotel_Review-g55711-d109413-Reviews-The_Magnolia_Hotel_Dallas-Dallas_Texas.html,,,1401 Commerce St.,75201,Dallas
Baymont Inn & Suites Dallas Love Field,2.5,http://www.tripadvisor.com/Hotel_Review-g55711-d109468-Reviews-Baymont_Inn_Suites_Dallas_Love_Field-Dallas_Texas.html,,,2370 W Northwest Highway,75220,Dallas
Renaissance Dallas Hotel,4,http://www.tripadvisor.com/Hotel_Review-g55711-d98710-Reviews-Renaissance_Dallas_Hotel-Dallas_Texas.html,,,2222 Stemmons Freeway,75207,Dallas
Omni Dallas Hotel,4.5,http://www.tripadvisor.com/Hotel_Review-g55711-d2192761-Reviews-Omni_Dallas_Hotel-Dallas_Texas.html,,,555 S. Lamar,75202,Dallas
Warwick Melrose Hotel Dallas,4,http://www.tripadvisor.com/Hotel_Review-g55711-d98727-Reviews-Warwick_Melrose_Hotel_Dallas-Dallas_Texas.html,,,3015 Oak Lawn Ave.,75219,Dallas
Candlewood Suites - Dallas Market Center,2,http://www.tripadvisor.com/Hotel_Review-g55711-d109404-Reviews-Candlewood_Suites_Dallas_Market_Center-Dallas_Texas.html,,,7930 North Stemmons Freeway,75247,Dallas
"The Joule, Dallas",4.5,http://www.tripadvisor.com/Hotel_Review-g55711-d1113787-Reviews-The_Joule_Dallas-Dallas_Texas.html,,,1530 Main Street,75201,Dallas
Rosewood Mansion on Turtle Creek,5,http://www.tripadvisor.com/Hotel_Review-g55711-d98726-Reviews-Rosewood_Mansion_on_Turtle_Creek-Dallas_Texas.html,,,2821 Turtle Creek Blvd.,75219,Dallas
La Quinta Inn & Suites Dallas Love Field,3,http://www.tripadvisor.com/Hotel_Review-g55711-d2280220-Reviews-La_Quinta_Inn_Suites_Dallas_Love_Field-Dallas_Texas.html,,,8300 John W. Carpenter Fwy.,75247,Dallas
Hotel Palomar Dallas - a Kimpton Hotel,4,http://www.tripadvisor.com/Hotel_Review-g55711-d602600-Reviews-Hotel_Palomar_Dallas_a_Kimpton_Hotel-Dallas_Texas.html,,,5300 E Mockingbird Lane,75206,Dallas
