RestaurantId,RestaurantName,Rating,Address,Area,Category,Service,ZipCode
323,"Soju Anju Bar",4,"1621 12th Ave, Seattle, WA 98122",0.00,"['Korean', 'Bars']","['Delivery', 'Takeout']",98122
324,"Tropea Ristorante Italiano",4,"16156 NE 87th St, Redmond, WA 98052",0.00,"['Italian', 'Pizza']",['Takeout'],98052
325,"Tipsy Cow Burger Bar - Redmond",4,"16325 Cleveland St, Redmond, WA 98052",0.00,"['Burgers', 'Bars']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98052
326,"Nakagawa Japanese Restaurant",4,"1427 228th St SE, Ste D6, Bothell, WA 98021",0.00,"['Sushi Bars', 'Japanese', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",98021
327,"Biscuit Bitch",4,"1909 1st Ave, Seattle, WA 98101",0.00,"['Breakfast & Brunch', 'Coffee & Tea', 'Southern']","['Outdoor dining', 'Delivery', 'Takeout']",98101
328,"Biscuit Bitch",4,"2303 3rd Ave, Seattle, WA 98121",0.00,"['Breakfast & Brunch', 'Coffee & Tea', 'Southern']","['Outdoor dining', 'Delivery', 'Takeout']",98121
329,Marination,4,"2000 6th Ave, Amazon Doppler, Seattle, WA 98121",0.00,"['Asian Fusion', 'Korean', 'Seafood']","['Outdoor dining', 'Delivery', 'Takeout']",98121
330,"Grazie Ristorante Italiano",4,"23207 Bothell Everett Hwy, Bothell, WA 98021",0.00,"['Italian', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98021
331,"Gravity Coffee - Federal Way North",4,"33510 Pacific Hwy S, Federal Way, WA 98003",0.00,"['Coffee & Tea', 'Breakfast & Brunch', 'Juice Bars & Smoothies']","['Delivery', 'Takeout']",98003
332,"Gyu-Kaku Japanese BBQ",4,"14506 NE 20th St, Ste 2, Bellevue, WA 98007",0.00,"['Barbeque', 'Japanese', 'Asian Fusion']","['Delivery', 'Takeout']",98007
333,"Stone Korean Restaurant",4,"900 Dexter Ave N, Seattle, WA 98109",0.00,"['Korean', 'Barbeque', 'Asian Fusion']","['Delivery', 'Takeout']",98109
334,"Bar Dojo",4,"8404 Bowdoin Way, Edmonds, WA 98026",0.00,"['Asian Fusion', 'Tapas/Small Plates', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98026
335,"Traditional Korean Beef Soup",4,"22929 Hwy 99, Edmonds, WA 98026",0.00,"['Korean', 'Soup']",['Delivery'],98026
336,"Stone Korean Restaurant",4,"16857 Redmond Way, Redmond, WA 98052",0.00,"['Korean', 'Barbeque', 'Asian Fusion']","['Delivery', 'Takeout']",98052
337,"Damn the Weather",4,"116 1st Ave S, Seattle, WA 98104",0.00,"['Cocktail Bars', 'American (New)']","['Proof of vaccination required', 'Delivery', 'Takeout']",98104
338,"Hosoonyi Korean Restaurant",4,"23830 Hwy 99, Ste 114, Edmonds, WA 98026",0.00,['Korean'],"['Delivery', 'Takeout']",98026
339,"MOEIDA ASIAN BISTRO",4,"17848 Garden Way NE, Ste 104, Woodinville, WA 98072",0.00,"['Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",98072
340,"Tian Fu",4,"300 NE Northgate Way, Seattle, WA 98125",0.00,['Chinese'],"['Opened 2 months ago', 'Delivery', 'Takeout']",98125
341,"Black Bottle",4,"919 Bellevue Way NE, Bellevue, WA 98004",0.00,"['American (New)', 'Gastropubs', 'Tapas/Small Plates']","['Outdoor dining', 'Takeout']",98004
342,"Fire & the Feast",4,"526 Main St, Edmonds, WA 98020",0.00,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",98020
343,"Local 104",4,"18498 Ballinger Way NE, Lake Forest Park, WA 98155",0.00,"['Pizza', 'Beer Bar', 'Tapas/Small Plates']","['Outdoor dining', 'Delivery', 'Takeout']",98155
344,"Rusty Pelican Cafe",4,"13590 NE Village Square Dr, Ste 1060, Woodinville, WA 98072",0.00,"['Desserts', 'Breakfast & Brunch', 'Cafes']","['Outdoor dining', 'Delivery', 'Takeout']",98072
345,"Epulo Bistro",4,"190 Sunset Ave, Ste B, Edmonds, WA 98020",0.00,['Mediterranean'],[],98020
346,"Looking For Chai Taiwanese Kitchen",4,"22511 Hwy 99, Ste 100, Edmonds, WA 98026",0.00,"['Taiwanese', 'Bubble Tea']",[],98026
347,"Looking For Chai Taiwanese Kitchen",4,"22511 Hwy 99, Ste 100, Edmonds, WA 98026",0.00,"['Taiwanese', 'Bubble Tea']","['Delivery', 'Takeout']",98026
348,"San Fernando Roasted Chicken",4,"20815 67th Ave W, Lynnwood, WA 98036",0.00,"['Peruvian', 'Chicken Shop']",[],98036
349,"Rusty Pelican Cafe",4,"13590 NE Village Square Dr, Ste 1060, Woodinville, WA 98072",0.00,"['Cafes', 'American (Traditional)', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",98072
350,"Stack 571 Burger & Whiskey Bar",4,"9924 NE 185th St, Ste 101, Bothell, WA 98011",0.00,"['Burgers', 'Whiskey Bars', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",98011
351,"Sahm Gook Jih Palace",4,"21619 Hwy 99, Ste J, Lynnwood, WA 98036",0.00,"['Asian Fusion', 'Chinese', 'Korean']",[],98036
352,"Thai Grill",4,"12067 124th Ave NE, Kirkland, WA 98034",0.00,"['Thai', 'Salad', 'Soup']","['Outdoor dining', 'Delivery', 'Takeout']",98034
353,"Cactus Restaurants",4,"121 Park Ln, Kirkland, WA 98033",0.00,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98033
354,"Cactus Restaurants",4,"535 Bellevue Sq, Bellevue, WA 98004",0.00,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98004
355,"The French Bakery",4,"219 Kirkland Ave, ste 102, Kirkland, WA 98033",0.00,"['Bakeries', 'Cafes', 'Patisserie/Cake Shop']","['Outdoor dining', 'Delivery', 'Takeout']",98033
356,"The French Bakery",4,"909 112th Ave NE, Ste 106, Bellevue, WA 98004",0.00,"['Bakeries', 'Cafes', 'Patisserie/Cake Shop']","['Outdoor dining', 'Delivery', 'Takeout']",98004
357,"Tokyo Stop",4,"8560 122nd Ave NE, Kirkland, WA 98033",0.00,"['Japanese', 'Sushi Bars']","['Delivery', 'Takeout']",98033
358,"Cafe Bahar",4,"11701 124th Ave NE, Kirkland, WA 98034",0.00,['Indian'],"['Delivery', 'Takeout']",98034
359,"Katsu Burger",4,"3333 184th St SW, Ste B, Lynnwood, WA 98037",0.00,"['Japanese', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",98037
360,"The Pizza Coop & Ale House",4,"13317 NE 175th St, Woodinville, WA 98072",0.00,"['Pizza', 'Sports Bars', 'Sandwiches']","['Outdoor dining', 'Takeout']",98072
361,"Toulouse Petit Kitchen & Lounge",4,"601 Queen Anne Ave N, Seattle, WA 98109",0.00,"['Breakfast & Brunch', 'American (New)', 'Seafood']","['Delivery', 'Takeout']",98109
362,"Katsu Burger",4,"22618 WA-99, Ste 110, Edmonds, WA 98026",0.00,"['Japanese', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",98026
363,"Eve Fremont",4,"704 N 34th St, Seattle, WA 98103",0.00,"['American (New)']","['Delivery', 'Takeout']",98103
364,Cascades,4,"20610 44th Ave W, Lynnwood, WA 98036",0.00,"['American (New)', 'Lounges']","['Delivery', 'Takeout']",98036
365,"Vivi Pizzeria",4,"14505 148th Ave NE, Woodinville, WA 98077",0.00,"['Pizza', 'Italian', 'Gluten-Free']","['Outdoor dining', 'Delivery', 'Takeout']",98077
366,"Amaro Bistro",4,"18333 Bothell Way NE, Ste 105, Bothell, WA 98011",0.00,"['Italian', 'Pizza', 'Wine Bars']","['Delivery', 'Takeout']",98011
367,"Cask & Trotter",4,"711 Westlake Ave N, Seattle, WA 98109",0.00,"['Barbeque', 'Bars', 'American (Traditional)']","['Delivery', 'Takeout']",98109
368,Woodblock,4,"16175 Cleveland St, Ste 109, Redmond, WA 98052",0.00,"['Cocktail Bars', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",98052
369,"Ishtar Greek & Mediterranean Cuisine",4,"421 Central Ave S, Kent, WA 98032",0.00,"['Mediterranean', 'Greek', 'Caterers']",['Delivery'],98032
370,"PHO Nguyen’s House",4,"18920 28th Ave W, Ste H, Lynnwood, WA 98036",0.00,"['Vietnamese', 'Noodles', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",98036
371,"Tipsy Cow Burger Bar - Redmond",4,"16325 Cleveland St, Redmond, WA 98052",0.00,"['Burgers', 'Bars']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98052
372,Musashi’s,4,"2200 W Meeker St, Ste Y-104, Kent, WA 98032",0.00,"['Japanese', 'Sushi Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98032
373,Musashi’s,4,"7405 168th Ave NE, Ste 150, Redmond, WA 98052",0.00,"['Japanese', 'Sushi Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98052
374,"Tropea Ristorante Italiano",4,"16156 NE 87th St, Redmond, WA 98052",0.00,"['Italian', 'Pizza']",['Takeout'],98052
375,"Stone Korean Restaurant",4,"16857 Redmond Way, Redmond, WA 98052",0.00,"['Korean', 'Asian Fusion']","['Delivery', 'Takeout']",98052
376,"Stone Korean Restaurant",4,"900 Dexter Ave N, Seattle, WA 98109",0.00,"['Korean', 'Asian Fusion']","['Delivery', 'Takeout']",98109
377,Ironsteak,4,"16114 NE 87th St, Redmond, WA 98052",0.00,"['Steakhouses', 'Teppanyaki']","['Outdoor dining', 'Delivery', 'Takeout']",98052
378,"Just Poke",4,"15224 Main St, Ste 101, Mill Creek, WA 98012",0.00,"['Poke', 'Hawaiian']","['Delivery', 'Takeout']",98012
379,"Just Poké",4,"117 Kirkland Ave, Ste 117, Kirkland, WA 98033",0.00,"['Poke', 'Hawaiian']","['Delivery', 'Takeout']",98033
380,Shaburina,4,"2720 152nd Ave NE, Ste 130, Redmond, WA 98052",0.00,"['Buffets', 'Hot Pot', 'Japanese']","['Waitlist opens at 5:00 pm', 'Delivery', 'Takeout']",98052
381,"Wild Wasabi Japanese Cuisine",4,"19720 44th Ave W, Lynnwood, WA 98036",0.00,"['Sushi Bars', 'Japanese']","['Outdoor dining', 'Delivery', 'Takeout']",98036
382,"Fuji Teppanyaki & Sushi",4,"5621 196th St SW, Lynnwood, WA 98036",0.00,"['Teppanyaki', 'Sushi Bars']","['Delivery', 'Takeout']",98036
383,"Sam Oh Jung",4,"17425 Hwy 99, Lynnwood, WA 98037",0.00,['Korean'],['Takeout'],98037
384,"Reunion Malaysian Cafe + Kitchen",4,"339 Kirkland Ave, Kirkland, WA 98033",0.00,"['Malaysian', 'Desserts']","['Delivery', 'Takeout']",98033
385,"Reunion Malaysian Cafe + Kitchen",4,"339 Kirkland Ave, Kirkland, WA 98033",0.00,"['Malaysian', 'Desserts']","['Delivery', 'Takeout']",98033
386,"Gangnam Korean Restaurant",4,"19505 44th Ave W, Lynnwood, WA 98036",0.00,"['Barbeque', 'Korean']","['Delivery', 'Takeout']",98036
387,"Cactus Restaurants",4,"121 Park Ln, Kirkland, WA 98033",0.00,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98033
388,"Cactus Restaurants",4,"535 Bellevue Sq, Bellevue, WA 98004",0.00,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98004
389,Tanoor,4,"22610 SE 4th St, Ste 400, Sammamish, WA 98974",0.00,"['Lebanese', 'Mediterranean', 'Halal']","['Outdoor dining', 'Delivery', 'Takeout']",98974
390,Tanoor,4,"803 Dexter Ave N, Seattle, WA 98109",0.00,"['Lebanese', 'Mediterranean', 'Halal']","['Outdoor dining', 'Delivery', 'Takeout']",98109
391,"Bungalow at Juanita Beach",4,"9714 NE Juanita Dr, Kirkland, WA 98034",0.00,"['Bars', 'Hawaiian']","['Outdoor dining', 'Delivery', 'Takeout']",98034
392,"How to Cook a Wolf",4,"4200 E Madison St, Seattle, WA 98112",0.00,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",98112
393,"How To Cook a Wolf",4,"2208 Queen Anne Ave N, Seattle, WA 98109",0.00,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",98109
394,"Cactus Restaurants",4,"535 Bellevue Sq, Bellevue, WA 98004",0.00,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98004
395,"Gyu-Kaku Japanese BBQ",4,"14506 NE 20th St, Ste 2, Bellevue, WA 98007",0.00,"['Barbeque', 'Japanese', 'Asian Fusion']","['Delivery', 'Takeout']",98007
396,"Dumpling Generation - Edmonds",4,"23830 Hwy 99, Ste 115, Edmonds, WA 98026",0.00,['Chinese'],"['Outdoor dining', 'Takeout']",98026
397,"Bungalow at Juanita Beach",4,"9714 NE Juanita Dr, Kirkland, WA 98034",0.00,"['Bars', 'Hawaiian']","['Outdoor dining', 'Delivery', 'Takeout']",98034
398,"Hollywood Tavern",4,"14501 Woodinville-Redmond Rd, Woodinville, WA 98072",0.00,"['Bars', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",98072
399,"The Hook",4,"18521 76th Ave W, Edmonds, WA 98026",0.00,"['Seafood', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",98026
400,"Purple Cafe and Wine Bar",4,"14459 Woodinville Redmond Rd NE, Woodinville, WA 98072",0.00,"['American (New)', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98072
401,"Salt and Iron",4,"321 Main St, Edmonds, WA 98020",0.00,"['Seafood', 'Steakhouses', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98020
402,"Barkada Edmonds",4,"622 5th Ave S, Edmonds, WA 98020",0.00,"['Filipino', 'Hawaiian', 'Tiki Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98020
403,"Isarn Thai Soul Kitchen",4,"18530 33rd Ave W, Ste B, Lynnwood, WA 98037",0.00,"['Thai', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",98037
404,"Indigo Kitchen and Ale House",4,"2902 164th St SW, Ste F, Lynnwood, WA 98087",0.00,"['American (New)', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",98087
405,"Cactus Restaurants",4,"121 Park Ln, Kirkland, WA 98033",0.00,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98033
406,"Bai Tong Thai Restaurant",4,"16876 Southcenter Pkwy, Tukwila, WA 98188",0.00,['Thai'],"['Outdoor dining', 'Delivery', 'Takeout']",98188
407,"Black Bottle",4,"919 Bellevue Way NE, Bellevue, WA 98004",0.00,"['American (New)', 'Gastropubs', 'Tapas/Small Plates']","['Outdoor dining', 'Takeout']",98004
408,"Fire & the Feast",4,"526 Main St, Edmonds, WA 98020",0.00,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",98020
409,Tavolàta,4,"2323 2nd Ave, Seattle, WA 98121",0.00,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",98121
410,Burgermaster,4,"10606 Northup Way, Bellevue, WA 98004",0.00,['Burgers'],"['Delivery', 'Takeout']",98004
411,Tavolàta,4,"501 E Pike St, Seattle, WA 98122",0.00,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",98122
412,"Tian Fu",4,"300 NE Northgate Way, Seattle, WA 98125",0.00,['Chinese'],"['Opened 2 months ago', 'Delivery', 'Takeout']",98125
413,"Taqueria 3 Hermanos",4,"4420 Pacific Hwy E, Ste K, Fife, WA 98424",0.00,['Mexican'],"['Delivery', 'Takeout']",98424
414,"Facing East",4,"1075 Bellevue Way NE, Ste B-2, Bellevue, WA 98004",0.00,"['Chinese', 'Taiwanese']","['Delivery', 'Takeout']",98004
415,"Baja Tacos & Beer Mexican Restaurant",4,"9211 Holman Rd NW, Seattle, WA 98117",0.00,['Mexican'],"['Delivery', 'Takeout']",98117
416,Izumi,4,"12539 116th Ave NE, Kirkland, WA 98034",0.00,"['Sushi Bars', 'Japanese']","['Delivery', 'Takeout']",98034
417,"Mae Mee Bakery",4,"1928 S Commons, Federal Way, WA 98003",0.00,"['Bakeries', 'Chinese', 'Food Court']",[],98003
418,"Flying Squirrel Pizza",4,"8310 5th Ave NE, Seattle, WA 98115",0.00,['Pizza'],['Takeout'],98115
419,"Bar Harbor",4,"400 Fairview Ave N, Ste 105, Seattle, WA 98109",0.00,"['Seafood', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98109
420,"LOCAL Public Eatery",4,"404 Terry Ave N, Seattle, WA 98109",0.00,"['Bars', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",98109
421,"Skillet Capitol Hill",4,"1400 E Union St, Seattle, WA 98122",0.00,"['Breakfast & Brunch', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",98122
422,"Café del Cielo",4,"1802 A St SE, Ste 112, Auburn, WA 98002",0.00,"['Coffee & Tea', 'Latin American']",['Delivery'],98002
423,"Shabu Shabu Kyoto Japanese Restaurant",4,"627 156th Ave SE, Bellevue, WA 98007",0.00,"['Japanese', 'Hot Pot', 'Do-It-Yourself Food', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98007
424,"Bottle & Bull",4,"105 Lake St S, Kirkland, WA 98033",0.00,"['Bars', 'Spanish', 'French']","['Delivery', 'Takeout']",98033
425,"Gangnam Korean Restaurant",4,"19505 44th Ave W, Lynnwood, WA 98036",0.00,"['Barbeque', 'Korean']","['Delivery', 'Takeout']",98036
426,"Rafiki Restaurant & Lounge",4,"226 1st Ave S, Kent, WA 98032",0.00,"['Lounges', 'African']","['Outdoor dining', 'Takeout']",98032
427,"Super Six",4,"3714 S Hudson St, Seattle, WA 98118",0.00,"['Asian Fusion', 'Hawaiian', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",98118
428,re:public,4,"429 Westlake Ave N, Seattle, WA 98109",0.00,"['American (New)', 'Bars']",[],98109
429,"Best Teriyaki",4,"1437 NW Richmond Beach Rd, Ste A, Shoreline, WA 98177",0.00,['Japanese'],"['Delivery', 'Takeout']",98177
430,"Famous Kitchen",4,"1802 12th Ave NW, Ste C, Issaquah, WA 98027",0.00,"['Barbeque', 'Cantonese']","['Outdoor dining', 'Delivery', 'Takeout']",98027
431,"How To Cook a Wolf",4,"2208 Queen Anne Ave N, Seattle, WA 98109",0.00,"['Italian', 'Tapas/Small Plates']","['Outdoor dining', 'Delivery', 'Takeout']",98109
432,"Cactus Restaurants",4,"121 Park Ln, Kirkland, WA 98033",0.00,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98033
433,"Cactus Restaurants",4,"535 Bellevue Sq, Bellevue, WA 98004",0.00,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98004
434,"Mediterranean Kitchen",4,"103 Bellevue Way NE, Ste 103, Bellevue, WA 98004",0.00,"['Greek', 'Mediterranean', 'Halal']","['Outdoor dining', 'Delivery', 'Takeout']",98004
435,"How to Cook a Wolf",4,"4200 E Madison St, Seattle, WA 98112",0.00,"['Italian', 'Tapas/Small Plates']","['Outdoor dining', 'Delivery', 'Takeout']",98112
436,"Kedai Makan",4,"1802 Bellevue Ave, Seattle, WA 98122",0.00,"['Malaysian', 'Noodles']","['Outdoor dining', 'Takeout']",98122
437,"Little Brother",4,"456 Central Way, Kirkland, WA 98033",0.00,"['American (New)', 'Tacos']","['Outdoor dining', 'Delivery', 'Takeout']",98033
438,"Kedai Makan",4,"1802 Bellevue Ave, Seattle, WA 98122",0.00,"['Malaysian', 'Noodles']","['Outdoor dining', 'Takeout']",98122
439,"Plantiful Superfoods",4,"425 Urban Plz, Ste 245, Kirkland, WA 98033",0.00,"['Vegan', 'Vegetarian', 'Acai Bowls']","['Delivery', 'Takeout']",98033
440,"Fuji Teppanyaki & Sushi",4,"5621 196th St SW, Lynnwood, WA 98036",0.00,"['Teppanyaki', 'Sushi Bars']","['Delivery', 'Takeout']",98036
441,"Damn the Weather",4,"116 1st Ave S, Seattle, WA 98104",0.00,"['Cocktail Bars', 'American (New)']","['Proof of vaccination required', 'Delivery', 'Takeout']",98104
442,"Rafiki Restaurant & Lounge",4,"226 1st Ave S, Kent, WA 98032",0.00,"['Lounges', 'African']","['Outdoor dining', 'Takeout']",98032
443,Musashi’s,4,"2200 W Meeker St, Ste Y-104, Kent, WA 98032",0.00,"['Japanese', 'Sushi Bars']","['Delivery', 'Takeout']",98032
444,Musashi’s,4,"7405 168th Ave NE, Ste 150, Redmond, WA 98052",0.00,"['Japanese', 'Sushi Bars']","['Delivery', 'Takeout']",98052
445,"Purple Café and Wine Bar",4,"1225 4th Ave, Seattle, WA 98101",0.00,"['American (New)', 'Wine Bars', 'Desserts']",['Delivery'],98101
446,"Stack 571 Burger & Whiskey Bar",4,"9924 NE 185th St, Ste 101, Bothell, WA 98011",0.00,"['Burgers', 'Whiskey Bars', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",98011
447,"Purple Cafe and Wine Bar",4,"14459 Woodinville Redmond Rd NE, Woodinville, WA 98072",0.00,"['American (New)', 'Wine Bars', 'Desserts']",['Delivery'],98072
448,"Toulouse Petit Kitchen & Lounge",4,"601 Queen Anne Ave N, Seattle, WA 98109",0.00,"['Breakfast & Brunch', 'American (New)', 'Seafood']","['Delivery', 'Takeout']",98109
449,"Pabla Punjabi Palace",4,"2020 S 314th St, Federal Way, WA 98003",0.00,"['Middle Eastern', 'Indian', 'Buffets']",['Takeout'],98003
450,"Afghan Choopan Restaurant",4,"17121 Bothell Way NE, Bothell, WA 98011",0.00,['Afghan'],"['Outdoor dining', 'Delivery', 'Takeout']",98011
451,"San Fernando Roasted Chicken",4,"20815 67th Ave W, Lynnwood, WA 98036",0.00,"['Peruvian', 'Chicken Shop']",[],98036
452,"Six Seven Restaurant",4,"2411 Alaskan Way, Pier 67, Seattle, WA 98121",0.00,"['American (New)', 'Seafood', 'Cocktail Bars']","['Outdoor dining']",98121
453,"Fire & the Feast",4,"526 Main St, Edmonds, WA 98020",0.00,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",98020
454,"North Star Diner & Shanghai Room",4,"8580 Greenwood Ave N, Seattle, WA 98103",0.00,"['Diners', 'Breakfast & Brunch', 'Dive Bars']","['Delivery', 'Takeout']",98103
455,"North Star Diner & Shanghai Room",4,"8580 Greenwood Ave N, Seattle, WA 98103",0.00,"['Diners', 'Breakfast & Brunch', 'Dive Bars']","['Delivery', 'Takeout']",98103
456,"The Walrus and the Carpenter",4,"4743 Ballard Ave NW, Seattle, WA 98107",0.00,"['Seafood', 'Tapas/Small Plates']","['Outdoor dining', 'Takeout']",98107
457,"Haenam Kalbi & Calamari",4,"15001 Aurora Ave N, Shoreline, WA 98133",0.00,"['Barbeque', 'Korean']","['Delivery', 'Takeout']",98133
458,2120,4,"2120 6th Ave, Seattle, WA 98121",0.00,"['American (New)', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98121
459,"North City Bistro",4,"1520 NE 177th St, Shoreline, WA 98155",0.00,"['American (New)', 'Cocktail Bars', 'Tapas/Small Plates']",['Takeout'],98155
460,"Barkada Edmonds",4,"622 5th Ave S, Edmonds, WA 98020",0.00,"['Filipino', 'Hawaiian', 'Tiki Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98020
461,"Local 104",4,"18498 Ballinger Way NE, Lake Forest Park, WA 98155",0.00,"['Pizza', 'Beer Bar', 'Tapas/Small Plates']","['Outdoor dining', 'Delivery', 'Takeout']",98155
462,"Kona Kitchen - Lynnwood",4,"3805 196th St SW, Lynnwood, WA 98036",0.00,"['Breakfast & Brunch', 'Hawaiian', 'Diners']","['Outdoor dining', 'Takeout']",98036
463,"Elliott Bay Public House & Brewery",4,"12537 Lake City Way NE, Seattle, WA 98125",0.00,"['American (Traditional)', 'Brewpubs', 'Tapas/Small Plates']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98125
464,"Dumpling Generation - Edmonds",4,"23830 Hwy 99, Ste 115, Edmonds, WA 98026",0.00,['Chinese'],"['Outdoor dining', 'Takeout']",98026
465,"San Fernando Roasted Chicken",4,"20815 67th Ave W, Lynnwood, WA 98036",0.00,"['Peruvian', 'Chicken Shop']",[],98036
466,"Salt and Iron",4,"321 Main St, Edmonds, WA 98020",0.00,"['Seafood', 'Steakhouses', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98020
467,Cascades,4,"20610 44th Ave W, Lynnwood, WA 98036",0.00,"['American (New)', 'Lounges']","['Delivery', 'Takeout']",98036
468,"The Butcher Shop Cafe",4,"15022 Juanita Dr NE, Kenmore, WA 98028",0.00,"['Meat Shops', 'Cafes', 'Butcher']","['Outdoor dining', 'Delivery', 'Takeout']",98028
469,"Katsu Burger",4,"3333 184th St SW, Ste B, Lynnwood, WA 98037",0.00,"['Bakeries', 'Japanese', 'Burgers']","['Delivery', 'Takeout']",98037
470,"Katsu Burger",4,"22618 WA-99, Ste 110, Edmonds, WA 98026",0.00,"['Bakeries', 'Japanese', 'Burgers']","['Delivery', 'Takeout']",98026
471,"Biscuit Bitch",4,"2303 3rd Ave, Seattle, WA 98121",0.00,"['Breakfast & Brunch', 'Coffee & Tea', 'Southern']","['Outdoor dining', 'Delivery', 'Takeout']",98121
472,"Five Restaurant Bistro",4,"650 Edmonds Way, Edmonds, WA 98020",0.00,"['Seafood', 'Salad', 'Pizza']","['Outdoor dining', 'Delivery', 'Takeout']",98020
473,"Biscuit Bitch",4,"1909 1st Ave, Seattle, WA 98101",0.00,"['Breakfast & Brunch', 'Coffee & Tea', 'Southern']","['Outdoor dining', 'Delivery', 'Takeout']",98101
474,"Kona Kitchen - Seattle",4,"8501 5th Ave NE, Seattle, WA 98115",0.00,"['Hawaiian', 'Breakfast & Brunch', 'Lounges']",['Takeout'],98115
475,"Yummy Teriyaki & Fried Chicken",4,"9808 Edmonds Way, Edmonds, WA 98020",0.00,['Korean'],['Takeout'],98020
476,"The Maple",4,"8929 Roosevelt Way NE, Seattle, WA 98115",0.00,"['Breakfast & Brunch', 'American (Traditional)', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98115
477,"Santa Fe Mexican Grill & Cantina",4,"630 NW Richmond Beach Rd, Seattle, WA 98177",0.00,['Mexican'],['Takeout'],98177
478,"Star Poke",4,"19926 Aurora Ave N, Shoreline, WA 98133",0.00,"['Poke', 'Hawaiian']","['Delivery', 'Takeout']",98133
479,"Sahm Gook Jih Palace",4,"21619 Hwy 99, Ste J, Lynnwood, WA 98036",0.00,"['Asian Fusion', 'Chinese', 'Korean']",[],98036
480,"Issaya Thai Cuisine",4,"1441 NW Richmond Beach Rd, Shoreline, WA 98177",0.00,"['Thai', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",98177
481,"Santa Fe Mexican Grill & Cantina",4,"630 NW Richmond Beach Rd, Seattle, WA 98177",0.00,['Mexican'],['Takeout'],98177
482,"Epulo Bistro",4,"190 Sunset Ave, Ste B, Edmonds, WA 98020",0.00,['Mediterranean'],"['Outdoor dining', 'Delivery', 'Takeout']",98020
